arr ; signal ; angle ; dist ; K1 ; K2 ; K3 ; K4 ; K5 ; K6 ; K7 ; K8
A4 ; CH ; 00 ; 10 ; 1.0 ; 1.3724515951662934 ; 0.7367543452923176 ; 1.0861597170256276 ; 1.0142616444153671 ; 0.9556720180406194 ; 0.5554156487978031 ; 1.316047485564991
A4 ; CH ; 22,5 ; 10 ; 1.0 ; 1.4932765313167573 ; 1.0846853229022806 ; 2.8873948826425586 ; 2.0926125114360903 ; 1.8396560739773704 ; 1.6894864010584474 ; 2.618613476658764
A4 ; CH ; 45 ; 10 ; 1.0 ; 1.3324776689911484 ; 1.140718253591802 ; 1.9800321806569645 ; 1.7585799140530844 ; 2.2091540409684245 ; 1.540214579705045 ; 1.0204042010395853
A4 ; CH ; 67,5 ; 10 ; 1.0 ; 1.862001352152907 ; 2.028192519000296 ; 3.5326867053086635 ; 2.456245775380891 ; 3.293758244063323 ; 4.221326051842049 ; 3.1742389394002317
A4 ; CH ; 90 ; 10 ; 1.0 ; 0.7968138974138828 ; 1.2299625909162142 ; 1.5711111995727842 ; 0.8924771147502731 ; 1.977129569490907 ; 3.24193002696745 ; 2.4317717728824513
A4 ; CH ; 00 ; 20 ; 1.0 ; 1.121334039232704 ; 1.2398167397878308 ; 1.2908471314059036 ; 0.7009841426514349 ; 1.2577429461943064 ; 0.7280046822693991 ; 1.440143240594101
A4 ; CH ; 22,5 ; 20 ; 1.0 ; 1.2347149723435615 ; 1.708565999505375 ; 2.0601389842418634 ; 1.4063470862916678 ; 2.9334923973746334 ; 1.7608414411746252 ; 1.7416906535032386
A4 ; CH ; 45 ; 20 ; 1.0 ; 1.9671937226084395 ; 1.5434882736141826 ; 1.607679323992481 ; 1.6070729299040565 ; 2.153704252547907 ; 1.9733239800879483 ; 1.115248163914008
A4 ; CH ; 67,5 ; 20 ; 1.0 ; 1.0621258443058859 ; 1.2967078832691008 ; 2.7402718231796936 ; 1.3165322054741457 ; 1.6229790020722685 ; 1.7961524644276863 ; 2.2468054899641814
A4 ; CH ; 90 ; 20 ; 1.0 ; 0.711198279955012 ; 0.8191815378839198 ; 2.128227350385593 ; 1.5776692820462637 ; 1.413719337607829 ; 1.3541075505801894 ; 1.718962461834771
A4 ; CH ; 00 ; 40 ; 1.0 ; 1.0140839376212634 ; 1.3723229364705076 ; 0.962155265422821 ; 1.0042832318849366 ; 1.627948168643321 ; 1.432705045489612 ; 2.0651592679190274
A4 ; CH ; 22,5 ; 40 ; 1.0 ; 1.1028999904754646 ; 0.7591000131344613 ; 1.3262914209049608 ; 0.9861072835307333 ; 1.3965538328446854 ; 0.8932982851164973 ; 0.7037703482522507
A4 ; CH ; 45 ; 40 ; 1.0 ; 0.5653934004777672 ; 0.8775707355506791 ; 0.7923606124988135 ; 1.0819255070595313 ; 1.367806547537889 ; 1.0046176017543755 ; 0.6663513262504581
A4 ; CH ; 67,5 ; 40 ; 1.0 ; 0.6196788053274718 ; 0.7788376624290121 ; 1.4890046159645327 ; 0.6922125908362017 ; 0.8703294934271151 ; 0.791928009985582 ; 0.6348495338243215
A4 ; CH ; 90 ; 40 ; 1.0 ; 0.7965916011645516 ; 0.48649468787170175 ; 0.757523085576586 ; 0.8210032453209647 ; 1.05224401533422 ; 0.980883204658238 ; 0.6081972055721783
A4 ; CH ; 00 ; 60 ; 1.0 ; 0.859065774098449 ; 0.7166218311392275 ; 0.8103334555329141 ; 1.0166979035155965 ; 0.771732988431586 ; 0.7813220662297887 ; 1.1250970091760393
A4 ; CH ; 22,5 ; 60 ; 1.0 ; 1.8453129942084938 ; 0.9820223207191001 ; 1.8482637403134832 ; 1.3093853391726686 ; 1.7511400483953603 ; 1.112106402894235 ; 1.550164616039194
A4 ; CH ; 45 ; 60 ; 1.0 ; 2.0761304154659803 ; 1.8599711673634929 ; 2.1233506417790062 ; 2.1909965041236403 ; 4.053323182103914 ; 1.7683582659297783 ; 1.3288829207444803
A4 ; CH ; 67,5 ; 60 ; 1.0 ; 0.6571714113001473 ; 0.5550939703574759 ; 0.8673832698047459 ; 0.7131669042440278 ; 0.8599387530536713 ; 0.6480223726881525 ; 0.6264026727446922
A4 ; CH ; 90 ; 60 ; 1.0 ; 1.1475154268219065 ; 1.456131536770644 ; 1.0868915663446708 ; 1.187290312857311 ; 1.7703029113054427 ; 1.3217484526052823 ; 1.3062470288464902
A4 ; CH ; 00 ; 80 ; 1.0 ; 0.8206597852481593 ; 0.8844351156002866 ; 0.9242393990317943 ; 1.0477898527281941 ; 1.139082164290078 ; 0.9767777389983368 ; 0.9389139497003077
A4 ; CH ; 22,5 ; 80 ; 1.0 ; 0.9759489280483051 ; 1.386711354449524 ; 1.5085022834507813 ; 1.4285210710585512 ; 1.7489908909117842 ; 1.7384862135980719 ; 1.1420653082456687
A4 ; CH ; 45 ; 80 ; 1.0 ; 1.0361285529514823 ; 0.6559533850657756 ; 1.3882938658872628 ; 1.057351993203946 ; 1.2990269591380543 ; 1.0108439025634433 ; 1.522141802258311
A4 ; CH ; 67,5 ; 80 ; 1.0 ; 0.9291464829369716 ; 1.130758894047523 ; 1.5814576363178836 ; 1.2468703454814118 ; 1.2497788888343737 ; 1.5382911604620209 ; 1.2704334002165278
A4 ; CH ; 90 ; 80 ; 1.0 ; 0.9774892391907454 ; 0.8931526808089078 ; 1.2688508104434468 ; 1.098266326887618 ; 1.1642599721774194 ; 1.0269804681031505 ; 1.625441793128168
A4 ; SX ; 00 ; 10 ; 1.0 ; 1.0776686369229316 ; 1.2415158981620453 ; 1.5047835909055143 ; 1.3372076149682397 ; 1.7907199062101296 ; 1.8017625697622348 ; 1.5371485397364226
A4 ; SX ; 22,5 ; 10 ; 1.0 ; 0.9593308330108979 ; 1.0462422987138313 ; 1.602444724990325 ; 1.4275317941350971 ; 2.0398555989931855 ; 1.6584101213486093 ; 1.1916710094486576
A4 ; SX ; 45 ; 10 ; 1.0 ; 0.8238030599495173 ; 0.6575473915763422 ; 1.1765428697772569 ; 0.8122458553855648 ; 1.5279828296940825 ; 1.0411335373754964 ; 0.7845119624998853
A4 ; SX ; 67,5 ; 10 ; 1.0 ; 0.883740474268007 ; 0.9308932338239735 ; 1.5204506134071962 ; 1.3192253287821316 ; 1.5323128221567466 ; 1.9894511165272195 ; 1.2464522405789675
A4 ; SX ; 90 ; 10 ; 1.0 ; 0.5068809804923686 ; 0.6899565554122875 ; 0.7698579072538311 ; 0.7487018043984953 ; 0.9846094902459763 ; 0.8947645454409647 ; 0.8072757607827916
A4 ; SX ; 00 ; 20 ; 1.0 ; 1.7869661602950004 ; 2.0388718528176626 ; 2.4860010056239714 ; 0.6684205731033411 ; 2.096079913059964 ; 1.9988738289915886 ; 1.8853036706745798
A4 ; SX ; 22,5 ; 20 ; 1.0 ; 2.32923475120522 ; 0.6037732311662439 ; 1.7543466272650248 ; 0.7089099508244978 ; 2.659998203501575 ; 0.7983536919041142 ; 0.6390655100144627
A4 ; SX ; 45 ; 20 ; 1.0 ; 1.4923771812271824 ; 0.6869146120892416 ; 0.7658396198327058 ; 1.888973066259922 ; 1.533765245823872 ; 4.071932355326829 ; 0.9144132708763869
A4 ; SX ; 67,5 ; 20 ; 1.0 ; 2.1013879216929396 ; 1.1482932088471116 ; 1.8434854753560594 ; 1.6902303208381582 ; 0.9317008810985129 ; 0.7077173579730539 ; 0.7376299140247604
A4 ; SX ; 90 ; 20 ; 1.0 ; 0.9835207400826471 ; 0.9844107335818181 ; 1.0344960758403634 ; 0.9066692837788893 ; 0.8328627459039322 ; 0.8678724676630689 ; 0.7928946323134222
A4 ; SX ; 00 ; 40 ; 1.0 ; 1.634128438620142 ; 1.3618835577677364 ; 1.4499779765805882 ; 1.2139293714655166 ; 1.3943305937967145 ; 2.1928213570327513 ; 1.5415192204016461
A4 ; SX ; 22,5 ; 40 ; 1.0 ; 0.9451173299725305 ; 1.2108571921722722 ; 1.618797658067019 ; 1.6688338562688698 ; 1.3684025517766987 ; 1.131740943924539 ; 1.1983500309699089
A4 ; SX ; 45 ; 40 ; 1.0 ; 1.4048224947363954 ; 0.8272635824196949 ; 1.1281964001492875 ; 1.5878493479215814 ; 2.028814514918562 ; 1.8996924936077222 ; 1.0966894366438398
A4 ; SX ; 67,5 ; 40 ; 1.0 ; 0.9028323234593958 ; 0.8556954426640908 ; 1.500513402326671 ; 0.8560221804157355 ; 0.9766439744212656 ; 0.610677346708202 ; 0.5957008694415151
A4 ; SX ; 90 ; 40 ; 1.0 ; 1.0231085390553614 ; 1.0421142937926076 ; 0.822489725336097 ; 0.6275211638339373 ; 1.4114796964815823 ; 0.765436140759483 ; 0.481243879218063
A4 ; SX ; 00 ; 60 ; 1.0 ; 1.0573881486729242 ; 1.8612476021357858 ; 1.1999190210558646 ; 0.9806126465456314 ; 1.542816987158366 ; 1.3715664413832316 ; 1.131448857855324
A4 ; SX ; 22,5 ; 60 ; 1.0 ; 0.8232238002341411 ; 0.679775400521762 ; 1.584675554672336 ; 0.8489690090510028 ; 0.8273063649312761 ; 1.0160134296700123 ; 0.6666436821481615
A4 ; SX ; 45 ; 60 ; 1.0 ; 1.1665525740193743 ; 1.1985191485919877 ; 1.8321119170815887 ; 1.7094872641950505 ; 1.9040307843188924 ; 2.2308729402674157 ; 1.17487073951933
A4 ; SX ; 67,5 ; 60 ; 1.0 ; 0.6918996218001556 ; 0.804580181466951 ; 1.9157473643457572 ; 1.219427297967335 ; 1.594264401993526 ; 0.7136452936525914 ; 0.6892419306247595
A4 ; SX ; 90 ; 60 ; 1.0 ; 0.6074782573052729 ; 0.6408341276266865 ; 0.7947420261294244 ; 0.936379763168468 ; 0.5155759131087632 ; 0.3890797615310266 ; 0.46707922037761795
A4 ; SX ; 00 ; 80 ; 1.0 ; 1.0268824176304558 ; 1.668583201994209 ; 1.1760480035674303 ; 0.7194698459823371 ; 2.3133922019909248 ; 1.5835167097496894 ; 1.848186010350828
A4 ; SX ; 22,5 ; 80 ; 1.0 ; 1.4277783280733964 ; 1.1062156164900445 ; 1.8067950001045383 ; 0.7325214206536438 ; 1.1317421741525497 ; 0.8626102670179476 ; 1.1055393156836204
A4 ; SX ; 45 ; 80 ; 1.0 ; 0.7122980262235501 ; 0.629981775310177 ; 0.8649486625919165 ; 1.518731805995656 ; 0.9885018641393645 ; 1.0515012083630426 ; 0.5856502156432615
A4 ; SX ; 67,5 ; 80 ; 1.0 ; 1.144911190325861 ; 1.0626503048745919 ; 1.342615521376161 ; 1.0585230806991195 ; 0.9263800267965837 ; 1.1953087280487653 ; 1.1283115721481605
A4 ; SX ; 90 ; 80 ; 1.0 ; 0.45259921208282244 ; 0.657555917264849 ; 0.5632220337003708 ; 0.7705511315955247 ; 0.581706446317601 ; 0.418482262555863 ; 0.5828379596293488
